Institution,State,Institution Type,MSI,10yr Earnings Premium,Meets Threshold 1
Carolina University,NC,4-year,Non-MSI,32864,FALSE
National Personal Training Institute-Tampa,FL,Less-than-2-year,Non-MSI,NA,NA
Presbyterian Theological Seminary in America,CA,4-year,AANAPII,NA,NA
HCI College,FL,4-year,Non-MSI,NA,NA
America Evangelical University,CA,4-year,Non-MSI,NA,NA
Gadsden Technical College,FL,2-Year,Non-MSI,NA,NA
Virginia University of Integrative Medicine,VA,4-year,Non-MSI,NA,NA
Nashville Film Institute,TN,Less-than-2-year,Non-MSI,NA,NA
Los Angeles Academy of Figurative Art,CA,4-year,Non-MSI,NA,NA
Westcliff University,CA,4-year,Non-MSI,NA,NA
World Class Academy of Beauty Careers,FL,Less-than-2-year,Non-MSI,NA,NA
Allied Health Careers Institute,TN,Less-than-2-year,Non-MSI,NA,NA
Sacramento Ultrasound Institute,CA,2-Year,Non-MSI,NA,NA
Regan Career Institute,CA,2-Year,Non-MSI,NA,NA
Bolivar Technical College,MO,4-year,Non-MSI,NA,NA
MAK Beauty Institute,GA,Less-than-2-year,Non-MSI,NA,NA
Reformed University,GA,4-year,Non-MSI,NA,NA
Mobile Technical Training,NJ,Less-than-2-year,Non-MSI,NA,NA
American Barber and Beauty Academy,PA,Less-than-2-year,Non-MSI,NA,NA
Master's Barber & Styling College,TN,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Shaar Ephraim,NY,4-year,Non-MSI,NA,NA
California Institute of Arts & Technology,CA,4-year,Non-MSI,NA,NA
Elite Cosmetology Barber & Spa Academy,WA,Less-than-2-year,Non-MSI,NA,NA
Cutting Edge Academy,NJ,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Bais Aharon,NJ,4-year,Non-MSI,NA,NA
Mechon L'hoyroa,NY,4-year,Non-MSI,NA,NA
Elyon College,NY,2-Year,Non-MSI,NA,NA
Western Michigan University Homer Stryker M.D. School of Medicine,MI,4-year,Non-MSI,NA,NA
Harmony Health Care Institute,NH,Less-than-2-year,Non-MSI,NA,NA
American Beauty Schools,FL,Less-than-2-year,Non-MSI,NA,NA
Hogan Institute of Cosmetology and Esthetics,GA,Less-than-2-year,Non-MSI,NA,NA
J's Barber College,LA,Less-than-2-year,Non-MSI,NA,NA
Ann Webb Skin Institute,TX,Less-than-2-year,Non-MSI,NA,NA
Apex Academy Hair Skin Nails School of Cosmetology,OH,Less-than-2-year,Non-MSI,NA,NA
The Esthetic Institute,VA,Less-than-2-year,Non-MSI,NA,NA
Kor Beauty Academy,AZ,Less-than-2-year,Non-MSI,NA,NA
EduMed Partners,TN,Less-than-2-year,Non-MSI,NA,NA
Massage Institute of Memphis,TN,Less-than-2-year,Non-MSI,NA,NA
Metro Detroit Barber College,MI,2-Year,Non-MSI,NA,NA
Digital Media Institute,LA,2-Year,Non-MSI,NA,NA
Yeshiva Ohr Naftoli,NY,4-year,Non-MSI,NA,NA
Bais Medrash Mayan Hatorah,NJ,4-year,Non-MSI,NA,NA
Allgood Beauty Institute,TX,Less-than-2-year,Non-MSI,NA,NA
Ray J's College of Hair,LA,Less-than-2-year,Non-MSI,NA,NA
Gwinnett Institute,FL,4-year,Non-MSI,31422,FALSE
Kansas City University,MO,4-year,Non-MSI,NA,NA
Manuel and Theresa's School of Hair Design,TX,Less-than-2-year,Non-MSI,NA,NA
Cincinnati School of Barbering & Hair Design,OH,2-Year,Non-MSI,NA,NA
L Makeup Institute,NV,Less-than-2-year,Non-MSI,NA,NA
Peloton College,TX,Less-than-2-year,Non-MSI,33559,FALSE
Northern Technical College,AR,Less-than-2-year,Non-MSI,NA,NA
Maine Media College,ME,4-year,Non-MSI,NA,NA
Purdue University Northwest,IN,4-year,HSI,48318,TRUE
Ross Medical Education Center-Portage,MI,Less-than-2-year,Non-MSI,30060,FALSE
Ross College-Canton,OH,2-Year,Non-MSI,29898,FALSE
Ross College-Grand Rapids North,MI,2-Year,Non-MSI,30072,FALSE
American Institute-Somerset,NJ,Less-than-2-year,Non-MSI,28710,FALSE
Platt College-Anaheim,CA,4-year,Non-MSI,40669,FALSE
Advantage Career Institute,NJ,Less-than-2-year,Non-MSI,NA,NA
Bull City Durham Beauty and Barber College,NC,Less-than-2-year,Non-MSI,NA,NA
Fortis College-Cutler Bay,FL,2-Year,Non-MSI,34726,FALSE
Yeshiva Kollel Tifereth Elizer,NY,4-year,Non-MSI,NA,NA
Strand Institute of Beauty & Esthetics,TX,Less-than-2-year,Non-MSI,NA,NA
Arkansas Welding Academy,AR,Less-than-2-year,Non-MSI,NA,NA
Unitech Training Academy-Baton Rouge,LA,Less-than-2-year,Non-MSI,24707,FALSE
Empire Beauty School-Tampa,FL,Less-than-2-year,Non-MSI,23921,FALSE
Empire Beauty School-Lakeland,FL,Less-than-2-year,Non-MSI,23589,FALSE
Galen College of Nursing-ARH,KY,2-Year,Non-MSI,61480,TRUE
The Chicago School at San Diego,CA,4-year,Non-MSI,56899,TRUE
Commercial Divers International,AZ,Less-than-2-year,Non-MSI,NA,NA
Tricoci University of Beauty Culture-Janesville,WI,Less-than-2-year,Non-MSI,23149,FALSE
Unlimited Cosmetology School,MS,Less-than-2-year,Non-MSI,NA,NA
Johnny Matthew's Hairdressing Training School,OR,Less-than-2-year,Non-MSI,NA,NA
The Culinary School of Fort Worth,TX,Less-than-2-year,Non-MSI,NA,NA
Centralia Beauty College,WA,Less-than-2-year,Non-MSI,NA,NA
University of Wisconsin-Milwaukee Flex,WI,4-year,Non-MSI,54990,TRUE
University of Wisconsin-Parkside Flex,WI,4-year,Non-MSI,51129,TRUE
Miller-Motte College-STVT-Arlington,TX,Less-than-2-year,Non-MSI,31102,FALSE
Bnos Zion Of Bobov Seminary,NY,2-Year,Non-MSI,NA,NA
ABC Adult School,CA,Less-than-2-year,Non-MSI,NA,NA
Polytech Adult Education,DE,Less-than-2-year,Non-MSI,NA,NA
California Institute of Medical Science,CA,Less-than-2-year,Non-MSI,NA,NA
Union Bible College,IN,4-year,Non-MSI,NA,NA
Pets Playground Grooming School,FL,Less-than-2-year,Non-MSI,NA,NA
San Bernardino Beauty College,CA,Less-than-2-year,Non-MSI,NA,NA
Christina and Company Education Center,IN,Less-than-2-year,Non-MSI,NA,NA
Institute of Medical Ultrasound,GA,Less-than-2-year,Non-MSI,NA,NA
Mystros Barber Academy,TX,Less-than-2-year,Non-MSI,NA,NA
European Medical School of Massage,PA,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Gedolah Tiferes Boruch,NJ,4-year,Non-MSI,NA,NA
Yeshiva Chemdas Hatorah,NJ,4-year,Non-MSI,NA,NA
Women's Institute of Torah Seminary and College,MD,4-year,Non-MSI,NA,NA
Yeshiva Gedolah Keren Hatorah,NJ,4-year,Non-MSI,NA,NA
ICOHS College,CA,2-Year,Non-MSI,NA,NA
Neo-Esthetique European Institute,PR,Less-than-2-year,Non-MSI,NA,NA
Lehigh Valley Barber School,PA,Less-than-2-year,Non-MSI,NA,NA
International Barber College,AZ,Less-than-2-year,Non-MSI,NA,NA
Brown Beauty Barber School,AL,Less-than-2-year,Non-MSI,NA,NA
Rexburg College of Massage Therapy,ID,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Gedolah of Cliffwood,NJ,4-year,Non-MSI,NA,NA
Goshen School of Cosmetology,MS,Less-than-2-year,Non-MSI,NA,NA
IBS School of Cosmetology and Massage,HI,2-Year,Non-MSI,NA,NA
UR Beauty & Barber Academy,FL,Less-than-2-year,Non-MSI,NA,NA
Urban Barber College,CA,Less-than-2-year,Non-MSI,NA,NA
Yeshivas Emek Hatorah,NJ,4-year,Non-MSI,NA,NA
Transitions Career Institute School of Nursing,NY,Less-than-2-year,Non-MSI,NA,NA
Wilton Simpson Technical College,FL,Less-than-2-year,Non-MSI,NA,NA
Stacey James Institute,CO,Less-than-2-year,Non-MSI,NA,NA
Meridian University,CA,4-year,Non-MSI,NA,NA
Seminary Bnos Chaim,NJ,2-Year,Non-MSI,NA,NA
Avenue Academy A Cosmetology Institute,NM,Less-than-2-year,Non-MSI,NA,NA
Salon Professional Academy of San Antonio,TX,Less-than-2-year,Non-MSI,NA,NA
Red Lake Nation College,MN,2-Year,TRIBAL,NA,NA
Princess Institute of Beauty,CA,Less-than-2-year,Non-MSI,NA,NA
Vogue International Academy,TX,Less-than-2-year,Non-MSI,NA,NA
Independent Training & Apprenticeship Program,CA,Less-than-2-year,Non-MSI,NA,NA
Victory Career College,CA,Less-than-2-year,Non-MSI,NA,NA
Winonah's International School of Cosmetology,AL,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Gedola Tiferes Yerachmiel,NJ,4-year,Non-MSI,NA,NA
Southeastern Esthetics Institute,SC,Less-than-2-year,Non-MSI,NA,NA
Installer Institute,FL,Less-than-2-year,Non-MSI,NA,NA
Caris College,IN,2-Year,Non-MSI,NA,NA
Contra Costa Medical Career College,CA,2-Year,Non-MSI,NA,NA
Another Level Barbering and Cosmetology School,VA,Less-than-2-year,Non-MSI,NA,NA
The Salon Professional Academy-Georgetown,TX,Less-than-2-year,Non-MSI,NA,NA
Elite Academy of Hair Design,OH,Less-than-2-year,Non-MSI,NA,NA
Americare Technical School,IL,Less-than-2-year,Non-MSI,NA,NA
Amslee Institute,FL,Less-than-2-year,Non-MSI,NA,NA
Champion Christian College,AR,4-year,Non-MSI,NA,NA
Chicago Professional Center,IL,Less-than-2-year,Non-MSI,NA,NA
D&S School of Cosmetology,MI,Less-than-2-year,Non-MSI,NA,NA
DSDT,MI,Less-than-2-year,Non-MSI,NA,NA
Elite Beauty College,OK,Less-than-2-year,Non-MSI,NA,NA
Reiss-Davis Graduate School,CA,4-year,Non-MSI,NA,NA
GoodFellas Barber College,AR,Less-than-2-year,Non-MSI,NA,NA
Escondido Adult School,CA,Less-than-2-year,Non-MSI,NA,NA
Poway Adult School,CA,Less-than-2-year,Non-MSI,NA,NA
Vista Adult School,CA,Less-than-2-year,Non-MSI,NA,NA
The Salon Professional Academy-Delray Beach,FL,Less-than-2-year,Non-MSI,16515,FALSE
No Grease Barber School,NC,Less-than-2-year,Non-MSI,NA,NA
Pima Medical Institute-San Marcos,CA,2-Year,Non-MSI,38673,FALSE
EDP University of Puerto Rico-Villalba,PR,4-year,HSI,22844,FALSE
The Chicago School at Dallas,TX,4-year,Non-MSI,56899,TRUE
American Massage & Bodywork Institute,VA,Less-than-2-year,Non-MSI,NA,NA
KCK Beauty & Barber Academy,FL,Less-than-2-year,Non-MSI,NA,NA
California College of Barbering and Cosmetology,CA,Less-than-2-year,Non-MSI,NA,NA
Texas Tech University Health Sciences Center-El Paso,TX,4-year,HSI,NA,NA
Ponce Health Sciences University-Centro Universitario de San Juan,PR,4-year,Non-MSI,NA,NA
The College of Health Care Professions-South San Antonio,TX,2-Year,Non-MSI,33070,FALSE
Innovate Salon Academy,NJ,Less-than-2-year,Non-MSI,NA,NA
Chamberlain University-Louisiana,LA,4-year,Non-MSI,92405,TRUE
Drury University-College of Continuing Professional Studies,MO,4-year,Non-MSI,40694,FALSE
Global Medical & Technical Training Institute,FL,Less-than-2-year,Non-MSI,NA,NA
Salon Success Academy-West Covina,CA,Less-than-2-year,Non-MSI,26956,FALSE
Indiana Institute of Technology-College of Professional Studies,IN,4-year,Non-MSI,47327,TRUE
Advantage Technical College,PR,Less-than-2-year,Non-MSI,26905,FALSE
Institute of Culinary Education,CA,2-Year,Non-MSI,47865,FALSE
Universal Technical Institute-Bloomfield,NJ,2-Year,Non-MSI,51222,FALSE
Gould's Academy,TN,Less-than-2-year,Non-MSI,NA,NA
Urban Academy of Beauty,NM,Less-than-2-year,Non-MSI,33273,FALSE
WellSpring School of Allied Health-Springfield,MO,2-Year,Non-MSI,29839,FALSE
Medical Career College of Northern California,CA,Less-than-2-year,Non-MSI,NA,NA
Premiere International College,FL,2-Year,Non-MSI,NA,NA
San Diego Global Knowledge University,CA,4-year,Non-MSI,NA,NA
Global Tech College,OH,2-Year,Non-MSI,NA,NA
Crown Cutz Academy Bristol,VA,Less-than-2-year,Non-MSI,NA,NA
MCI,TX,Less-than-2-year,Non-MSI,NA,NA
Central Pennsylvania Diesel Institute,PA,Less-than-2-year,Non-MSI,NA,NA
Bellasa Professional Institute,FL,Less-than-2-year,Non-MSI,NA,NA
PMCA Pittsburgh Multicultural Cosmetology Academy,PA,Less-than-2-year,Non-MSI,NA,NA
Health and Technology Training Institute,PA,Less-than-2-year,Non-MSI,NA,NA
Yeshiva of Ocean,NY,4-year,Non-MSI,NA,NA
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,4-year,Non-MSI,NA,NA
Young Americans College of the Performing Arts,CA,2-Year,Non-MSI,NA,NA
Pro Beauty Academy,NJ,Less-than-2-year,Non-MSI,NA,NA
South Eastern Beauty Academy,KY,Less-than-2-year,Non-MSI,NA,NA
Ohel Margulia Seminary,NY,2-Year,Non-MSI,NA,NA
Montana Barber Institute,TX,Less-than-2-year,Non-MSI,NA,NA
Yeshivat Hechal Shemuel,NY,4-year,Non-MSI,NA,NA
Professional University Dr. Carlos J. Borrero Rios,PR,4-year,Non-MSI,NA,NA
American Institute of Healthcare & Technology,CT,2-Year,Non-MSI,NA,NA
Premier Academy of Cosmetology,OK,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Gedolah of Woodlake Village,NJ,4-year,Non-MSI,NA,NA
Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,4-year,Non-MSI,NA,NA
Houston Barber School,TX,Less-than-2-year,Non-MSI,NA,NA
Health-Tech Institute of Memphis,TN,Less-than-2-year,Non-MSI,NA,NA
MIXED Institute of Cosmetology & Barber,CA,Less-than-2-year,Non-MSI,NA,NA
Vski Cosmetology School,SC,Less-than-2-year,Non-MSI,NA,NA
New York Seminary,NY,2-Year,Non-MSI,NA,NA
Deluxe Barber College,TX,Less-than-2-year,Non-MSI,NA,NA
Falcon Institute of Health and Science,PA,Less-than-2-year,Non-MSI,NA,NA
College Unbound,RI,4-year,HSI,NA,NA
Midwest Barber College,KS,Less-than-2-year,Non-MSI,NA,NA
A Better U Beauty Barber Academy,NM,Less-than-2-year,Non-MSI,NA,NA
SANS Technology Institute,MD,4-year,Non-MSI,NA,NA
Tuana European Beauty Academy,CO,Less-than-2-year,Non-MSI,NA,NA
Idaho College of Osteopathic Medicine,ID,4-year,Non-MSI,NA,NA
Southern Careers Institute-Waco,TX,Less-than-2-year,Non-MSI,27035,FALSE
Elevate Salon Institute,NC,Less-than-2-year,Non-MSI,28934,FALSE
Ponce Health Sciences University-St Louis,MO,4-year,Non-MSI,NA,NA
Lil Lou's Beauty and Barber College-Hammond,IN,Less-than-2-year,Non-MSI,NA,NA
Arizona College of Nursing-Dallas,TX,4-year,Non-MSI,34657,FALSE
The Salon Professional Academy-Washington DC,DC,Less-than-2-year,Non-MSI,20809,FALSE
Valley College-Cleveland,OH,2-Year,Non-MSI,24900,FALSE
EDP University of Puerto Rico-Humacao,PR,4-year,HSI,22844,FALSE
EDP University of Puerto Rico-Manati,PR,4-year,Non-MSI,22844,FALSE
UEI College-Sacramento,CA,Less-than-2-year,Non-MSI,30848,FALSE
Fortis Institute-Cookeville,TN,2-Year,Non-MSI,34509,FALSE
Derech Hachaim Seminary,NY,2-Year,Non-MSI,NA,NA
Evvaylois Academy School of Beauty,TX,Less-than-2-year,Non-MSI,NA,NA
Avenue Five Institute-South Austin Campus,TX,Less-than-2-year,Non-MSI,30280,FALSE
Glasgow Caledonian New York College,NY,4-year,Non-MSI,NA,NA
Pima Medical Institute-San Antonio,TX,2-Year,Non-MSI,38673,FALSE
Faith Theological Seminary and Christian College,FL,4-year,Non-MSI,NA,NA
The Southwestern Baptist Theological Seminary,TX,4-year,Non-MSI,NA,NA
Lotus Professional College,VA,4-year,Non-MSI,NA,NA
Christ Mission College,TX,4-year,HSI,NA,NA
Esteem Academy of Beauty,UT,Less-than-2-year,Non-MSI,NA,NA
KC Beauty Academy,CA,Less-than-2-year,Non-MSI,NA,NA
Urshan College,MO,4-year,Non-MSI,NA,NA
Texas Healthtech Institute,TX,2-Year,Non-MSI,NA,NA
Xtylo Beauty College,AZ,Less-than-2-year,Non-MSI,NA,NA
Tonsorial Arts Barber College,TX,Less-than-2-year,Non-MSI,NA,NA
Michael's Barber & Hair Stylist Academy,TX,Less-than-2-year,Non-MSI,NA,NA
Yeshiva Yesoda Hatorah Vetz Chaim,NY,4-year,Non-MSI,NA,NA
North-West College-San Diego,CA,4-year,Non-MSI,41472,FALSE
West Virginia Junior College-United Career Institute,PA,2-Year,Non-MSI,31912,FALSE
Aviation Institute of Maintenance-Charlotte,NC,2-Year,Non-MSI,42759,FALSE
Ponce Health Sciences University-East,PR,4-year,Non-MSI,NA,NA
Fortis College-Landover,MD,2-Year,Non-MSI,36920,FALSE
Stautzenberger College-Rockford Career College,IL,2-Year,Non-MSI,34104,FALSE
WellSpring School of Allied Health-Wichita,KS,2-Year,Non-MSI,29839,FALSE
Access Careers-Islandia,NY,Less-than-2-year,Non-MSI,NA,NA
Northern Pennsylvania Regional College,PA,2-Year,Non-MSI,NA,NA
Apex College of Veterinary Technology,CO,2-Year,Non-MSI,NA,NA
Meryma'at Barber College,OH,2-Year,Non-MSI,NA,NA
Western Maricopa Education Center,AZ,2-Year,Non-MSI,NA,NA
Bais Medrash of Dexter Park,NY,4-year,Non-MSI,NA,NA
Makana Esthetics Wellness Academy,HI,Less-than-2-year,Non-MSI,NA,NA
Oak Valley College,CA,4-year,HSI,NA,NA
Paul Mitchell the School-San Jose,CA,Less-than-2-year,Non-MSI,NA,NA
Zion Massage College,UT,Less-than-2-year,Non-MSI,NA,NA
Great Lakes Boat Building School,MI,Less-than-2-year,Non-MSI,NA,NA
Austin Career Institute,TX,Less-than-2-year,Non-MSI,NA,NA
Professional Culinary Academy,NY,Less-than-2-year,Non-MSI,NA,NA
Pacific Northwest Christian College,WA,2-Year,Non-MSI,NA,NA
Royal Learning Institute,NY,Less-than-2-year,Non-MSI,NA,NA
Hollywood Cultural College,CA,Less-than-2-year,Non-MSI,NA,NA
Mariano Moreno Culinary Institute,FL,2-Year,Non-MSI,NA,NA
Alder Graduate School of Education,CA,4-year,Non-MSI,NA,NA
Webb's Barber School of Arts,GA,Less-than-2-year,Non-MSI,NA,NA
Adrian H. Wallace Barber Academy,FL,Less-than-2-year,Non-MSI,NA,NA
St. Louis Med Tech,MO,Less-than-2-year,Non-MSI,NA,NA
Total Beauty Institute,FL,Less-than-2-year,Non-MSI,NA,NA
Pearlands Innovative School of Beauty,TX,Less-than-2-year,Non-MSI,NA,NA
Durant Institute of Hair Design,OK,Less-than-2-year,Non-MSI,NA,NA
Premiere Aesthetics Institute,OR,Less-than-2-year,Non-MSI,NA,NA
California Indian Nations College,CA,2-Year,Non-MSI,NA,NA
Indian Bible College,AZ,4-year,Non-MSI,NA,NA
Florida Professional Institute,FL,Less-than-2-year,Non-MSI,NA,NA
The Professional Cosmetology Academy,TX,Less-than-2-year,Non-MSI,NA,NA
Hackensack Meridian School of Medicine,NJ,4-year,Non-MSI,NA,NA
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,MI,2-Year,Non-MSI,36048,FALSE
Paul Mitchell the School-North Tahoe,CA,Less-than-2-year,Non-MSI,NA,NA
Paul Mitchell the School-Fort Lauderdale,FL,Less-than-2-year,Non-MSI,NA,NA
PCI Academy-Iowa City,IA,2-Year,Non-MSI,31330,FALSE
Larry's Barber College,IL,Less-than-2-year,Non-MSI,NA,NA
Royal Learning Institute,NY,Less-than-2-year,Non-MSI,NA,NA
Paul Mitchell the School-Provo,UT,Less-than-2-year,Non-MSI,27407,FALSE
Arizona College of Nursing-Tampa,FL,4-year,Non-MSI,34657,FALSE
Arizona College of Nursing-Fort Lauderdale,FL,4-year,Non-MSI,34657,FALSE
Arizona College of Nursing-Tucson,AZ,4-year,Non-MSI,34657,FALSE
Arizona College of Nursing-Phoenix,AZ,4-year,Non-MSI,34657,FALSE
Empire Beauty School-Newport News,VA,Less-than-2-year,Non-MSI,23921,FALSE
Tricoci University of Beauty Culture-Normal,IL,Less-than-2-year,Non-MSI,26236,FALSE
Elite Welding Academy,TX,Less-than-2-year,Non-MSI,NA,NA
Paul Mitchell the School-Murfreesboro-Nashville,TN,Less-than-2-year,Non-MSI,30461,FALSE
Dorsey College-Woodhaven,MI,Less-than-2-year,Non-MSI,29392,FALSE
San Joaquin Valley College-Madera,CA,Less-than-2-year,Non-MSI,38317,FALSE
San Joaquin Valley College-Delano,CA,Less-than-2-year,Non-MSI,38317,FALSE
San Joaquin Valley College-Atascadero,CA,Less-than-2-year,Non-MSI,38317,FALSE
San Joaquin Valley College-Rancho Mirage,CA,2-Year,Non-MSI,38317,FALSE
San Joaquin Valley College-Santa Maria,CA,2-Year,Non-MSI,38317,FALSE
Advantage Technical College-Aguadilla,PR,Less-than-2-year,Non-MSI,26905,FALSE
San Joaquin Valley College-Porterville,CA,Less-than-2-year,Non-MSI,38317,FALSE
California University of Science and Medicine,CA,4-year,Non-MSI,NA,NA
Ruben's Five Star Academy,FL,Less-than-2-year,Non-MSI,NA,NA
Mason Anthony School of Cosmetology Arts & Sciences,OH,2-Year,Non-MSI,NA,NA
California Institute of Arts & Technology-National City,CA,4-year,Non-MSI,NA,NA
Triangle Tech-Chambersburg,PA,2-Year,Non-MSI,51953,TRUE
Provo College-Idaho Falls Campus,ID,4-year,Non-MSI,39645,FALSE
Eagle Gate College-Boise Campus,ID,4-year,Non-MSI,37518,FALSE
Elite Welding Academy South Point,OH,Less-than-2-year,Non-MSI,NA,NA
Agape College of Business and Science,CA,4-year,Non-MSI,NA,NA
Daybreak University,CA,4-year,Non-MSI,NA,NA
Motion Picture Institute,MI,Less-than-2-year,Non-MSI,NA,NA
Zen Shiatsu Chicago,IL,Less-than-2-year,Non-MSI,NA,NA
The  Salon Professional Academy of Holland,MI,Less-than-2-year,Non-MSI,NA,NA
National Institute for Medical Assistant Advancement (NIMAA),CO,Less-than-2-year,Non-MSI,NA,NA
California Northstate University,CA,4-year,Non-MSI,NA,NA
Antigua College International,FL,4-year,Non-MSI,NA,NA
Burlington County Institute of Technology-Adult Education,NJ,Less-than-2-year,Non-MSI,NA,NA
Sri Sai Krish Institute,CA,2-Year,Non-MSI,NA,NA
Riggins Urban Barber College,CA,Less-than-2-year,Non-MSI,NA,NA
Hair Arts Institute,OK,Less-than-2-year,Non-MSI,NA,NA
Florida Academy of Nursing,FL,4-year,Non-MSI,NA,NA
Body Wisdom Massage Therapy School,IA,Less-than-2-year,Non-MSI,NA,NA
Lakewood University,OH,4-year,Non-MSI,NA,NA
CTK Healthcare & Career Institute,TX,Less-than-2-year,Non-MSI,NA,NA
Aesthetics Institute,MO,Less-than-2-year,Non-MSI,NA,NA
Sierra Academy of Style,NV,Less-than-2-year,Non-MSI,NA,NA
Institute of Allied Healthcare,TX,Less-than-2-year,Non-MSI,NA,NA
NewU University,DC,4-year,Non-MSI,NA,NA
Branford Academy of Hair & Cosmetology-Bridgeport,CT,Less-than-2-year,Non-MSI,NA,NA
United Education Institute-Las Vegas,NV,Less-than-2-year,Non-MSI,30848,FALSE
UEI College-Mesa,AZ,Less-than-2-year,Non-MSI,31141,FALSE
Larry's Barber College-Joliet,IL,Less-than-2-year,Non-MSI,NA,NA
Herzing University-Tampa,FL,4-year,Non-MSI,36909,FALSE
Galen Health Institutes-Miami Campus,FL,4-year,Non-MSI,61480,TRUE
Remington College-Online Dallas,TX,4-year,Non-MSI,31349,FALSE
Abilene Christian University-Undergraduate Online,TX,4-year,Non-MSI,55736,TRUE
Madera Community College,CA,2-Year,HSI,NA,NA
Ogle School Hair Skin Nails-Willowbrook,TX,Less-than-2-year,Non-MSI,31488,FALSE
University of Silicon Andhra,CA,4-year,Non-MSI,NA,NA
Galen Health Institutes-Austin Campus,TX,4-year,Non-MSI,61480,TRUE
Galen Health Institutes-Nashville Campus,TN,4-year,Non-MSI,61480,TRUE
Ohio Business College-Dayton-Driving Academy,OH,Less-than-2-year,Non-MSI,30389,FALSE
The Rapha School,PA,Less-than-2-year,Non-MSI,NA,NA
Academy of Allied Health Careers,TN,Less-than-2-year,Non-MSI,NA,NA
Mei Barber School,TX,Less-than-2-year,Non-MSI,NA,NA
Great Northern University,WA,4-year,Non-MSI,NA,NA
Salon Professional Academy-Elevate Salon Institute,FL,Less-than-2-year,Non-MSI,16515,FALSE
Arizona College of Nursing-Salt Lake City,UT,4-year,Non-MSI,34657,FALSE
Arizona College-Glendale,AZ,2-Year,Non-MSI,34657,FALSE
Universal Technical Institute-West Texas,TX,2-Year,Non-MSI,51222,FALSE
Avalon Institute-Las Vegas,NV,Less-than-2-year,Non-MSI,30803,FALSE
Medspa Academies-National Institute of Modern Aesthetics,NV,Less-than-2-year,Non-MSI,NA,NA
American Institute-Cherry Hill,NJ,Less-than-2-year,Non-MSI,28710,FALSE
Glendale Career College-North-West College-Bakersfield,CA,2-Year,Non-MSI,41472,FALSE
Barber Education Academy,TX,Less-than-2-year,Non-MSI,NA,NA
Legends Barber College,TX,Less-than-2-year,Non-MSI,NA,NA
Academia Medical Institute,OH,Less-than-2-year,Non-MSI,NA,NA
Barbers Trade School,TX,Less-than-2-year,Non-MSI,NA,NA
Top of the Line Barber School,TX,Less-than-2-year,Non-MSI,NA,NA
Bridges Christian College,LA,4-year,Non-MSI,NA,NA
Kino College,AZ,Less-than-2-year,Non-MSI,NA,NA
Salon Professional Academy,NJ,Less-than-2-year,Non-MSI,NA,NA
Southern California College of Barber and Beauty,CA,Less-than-2-year,Non-MSI,NA,NA
Hello Gorgeous Barbers Stillwater's School of Barbering,OK,Less-than-2-year,Non-MSI,NA,NA
Jackson Theological Seminary,AR,4-year,Non-MSI,NA,NA
Redeemers University North America,TX,4-year,Non-MSI,NA,NA
Personal Touch Beauty and Barber College,SC,Less-than-2-year,Non-MSI,NA,NA
Reach University,CA,4-year,Non-MSI,NA,NA
Technology Learning Center,MA,Less-than-2-year,Non-MSI,NA,NA
California University-Silicon Valley,CA,4-year,Non-MSI,NA,NA
Hair Academy,OH,Less-than-2-year,Non-MSI,NA,NA
Sweetwater Institute of Cosmetology,TN,Less-than-2-year,Non-MSI,NA,NA
Kansas Health Science Center,KS,4-year,Non-MSI,NA,NA
Academy for Jewish Religion,NY,4-year,Non-MSI,NA,NA
American College of Healthcare and Technology-Santa Ana,CA,Less-than-2-year,Non-MSI,31109,FALSE
Aviation Institute of Maintenance-Chicago,IL,2-Year,Non-MSI,53341,TRUE
Atlantis University-Florida Palms University,FL,4-year,Non-MSI,NA,NA
Evangel University-College of Online Learning,MO,4-year,Non-MSI,46573,FALSE
Marian University-Ancilla,IN,4-year,Non-MSI,58759,TRUE
Spa Tech Institute-North Andover,MA,Less-than-2-year,Non-MSI,27803,FALSE
Aveda Arts & Sciences Institute Lafayette-Arlington,VA,Less-than-2-year,Non-MSI,23904,FALSE
Shawnee Beauty College-Academy of Cosmetology & Barbering,OK,Less-than-2-year,Non-MSI,18636,FALSE
Concorde Career College-Broadway,MO,Less-than-2-year,Non-MSI,35242,FALSE
United Education Institute-Stone Mountain,GA,Less-than-2-year,Non-MSI,27688,FALSE
UEI College-Tacoma,WA,Less-than-2-year,Non-MSI,30848,FALSE
Montgomery Beauty School-Baltimore Beauty & Barber School,MD,Less-than-2-year,Non-MSI,18726,FALSE
Commonwealth of Puerto Rico Department of Education-PRAMI,PR,2-Year,Non-MSI,26293,FALSE
Universal Technical Institute-South Florida Miramar,FL,2-Year,Non-MSI,52873,TRUE
Arizona College of Nursing-Southfield,MI,4-year,Non-MSI,34657,FALSE
Galen Health Institutes-Sarasota,FL,4-year,Non-MSI,61480,TRUE
Galen Health Institutes-Gainesville,FL,4-year,Non-MSI,61480,TRUE
